nama_provinsi,kode_kabkota,nama_kabkota,koordinat_kabkota,tahun,angka_harapan_hidup,angka_melek_huruf,lama_sekolah,pengeluaran_perkapita,ipm
"Prov. Kalimantan Tengah",6204,"Kab. Barito Selatan","-1.92739,114.699",2011,68.35,98.980679,8.4484793,641.39335,74.013495
"Prov. Kalimantan Tengah",6205,"Kab. Barito Utara","-0.757642,115.13",2011,72.2,98.24,8.3850045,635.62601,75.4965
"Prov. Kalimantan Tengah",6206,"Kab. Sukamara","-2.53044,111.24",2011,67.92,95.58744,7.1809584,645.76567,72.418458
"Prov. Kalimantan Tengah",6207,"Kab. Lamandau","-1.69264,111.237",2011,67.29,98.665555,7.7315424,640.24835,72.735312
"Prov. Kalimantan Tengah",6208,"Kab. Seruyan","-2.1676,112.166",2011,68.04,99.315625,7.766337,635.21282,72.934316
"Prov. Kalimantan Tengah",6209,"Kab. Katingan","-1.86207,113.319",2011,67.6,99.48308,8.3459351,637.38808,73.32398
"Prov. Kalimantan Tengah",6210,"Kab. Pulang Pisau","-2.77247,113.98",2011,67.65,96.231513,7.6533509,640.74717,72.37492
"Prov. Kalimantan Tengah",6211,"Kab. Gunung Mas","-0.895158,113.491",2011,68.1,99.641639,8.7713887,634.54848,73.733404
"Prov. Kalimantan Tengah",6212,"Kab. Barito Timur","-1.93246,115.088",2011,67.92,97.997224,8.6215551,636.78804,73.329508
"Prov. Kalimantan Tengah",6213,"Kab. Murung Raya","-0.062238,114.204",2011,68.18,99.95,7.3772395,641.35997,73.338373
"Prov. Kalimantan Tengah",6271,"Kota Palangka Raya","-1.77978,113.809",2011,73.5,99.513144,10.569736,644.21467,78.781565
"Prov. Kalimantan Selatan",6301,"Kab. Tanah Laut","-3.84194,114.947",2011,68.75,95.123931,7.2564143,634.92617,71.997471
"Prov. Kalimantan Selatan",6302,"Kota Baru","-2.78339,116.064",2011,65.81,94.050315,7.0717092,656.99074,71.688418
"Prov. Kalimantan Selatan",6303,"Kab. Banjar","-3.28048,115.056",2011,65.68,96.05686,7.2604232,644.99367,71.277723
"Prov. Kalimantan Selatan",6304,"Kab. Barito Kuala","-3.02419,114.609",2011,62.31,94.152135,7.15,637.92658,68.356041
"Prov. Kalimantan Selatan",6305,"Kab. Tapin","-2.85058,114.994",2011,67.48,95.719558,7.146,630.5402,71.004628
"Prov. Kalimantan Selatan",6306,"Kab. Hulu Sungai Selatan","-2.70676,115.232",2011,64.32,96.800449,7.3642576,650.70495,71.204276
"Prov. Kalimantan Selatan",6307,"Kab. Hulu Sungai Tengah","-2.63117,115.421",2011,65.65,97.425001,7.4682382,638.1618,71.192751
"Prov. Kalimantan Selatan",6308,"Kab. Hulu Sungai Utara","-2.42087,115.101",2011,63.47,96.020596,7.4849318,635.19365,69.453273
"Prov. Kalimantan Selatan",6309,"Kab. Tabalong","-1.82989,115.448",2011,63.36,96.469282,8.1535546,641.15032,70.446001
"Prov. Kalimantan Selatan",6310,"Kab. Tanah Bumbu","-3.32087,115.695",2011,65.36,94.751925,7.3322777,639.13221,70.411665
"Prov. Kalimantan Selatan",6311,"Kab. Balangan","-2.29685,115.567",2011,62.02,95.658176,7.0016685,624.04642,67.350512
"Prov. Kalimantan Selatan",6371,"Kota Banjarmasin","-3.32828,114.573",2011,66.36,98.722705,9.5726845,648.60399,74.238808
"Prov. Kalimantan Selatan",6372,"Kota Banjar Baru","-3.46166,114.786",2011,67.76,98.950895,10.057304,648.59118,75.425285
"Prov. Kalimantan Timur",6401,"Kab. Pasir","-1.62224,116.229",2011,73.44,96.697321,8.0821785,632.8416,75.403767
"Prov. Kalimantan Timur",6402,"Kab. Kutai Barat","0.189887,115.19",2011,70.39,96.597108,8.2016676,631.67176,73.685448
"Prov. Kalimantan Timur",6403,"Kab. Kutai Kartanegara","0.245719,117.041",2011,68.05,97.31204,8.5655737,640.72822,73.51152
"Prov. Kalimantan Timur",6404,"Kab. Kutai Timur","1.02225,117.53",2011,68.82,98.249422,8.1490346,628.2388,72.876971
"Prov. Kalimantan Timur",6405,"Kab. Berau","1.80806,117.584",2011,70.18,97.2,8.5848084,639.99372,74.627624
"Prov. Kalimantan Timur",6406,"Kab. Malinau","2.59453,115.698",2011,68.47,92.96,8.2469873,650.0726,73.261561
"Prov. Kalimantan Timur",6407,"Kab. Bulungan","2.92062,117.022",2011,73.11,95.612127,8.150412,639.49832,75.542604
"Prov. Kalimantan Timur",6408,"Kab. Nunukan","3.87444,116.679",2011,71.77,94.557794,7.469459,643.6322,74.377895
"Prov. Kalimantan Timur",6409,"Kab. Penajam Paser Utara","-1.21871,116.612",2011,71.63,95.566189,7.676071,635.1952,74.027331
"Prov. Kalimantan Timur",6410,"Kab. Tana Tidung","3.4432,117.168",2011,72.7,89.08,7.2363981,622.47051,71.874507
"Prov. Kalimantan Timur",6471,"Kota Balikpapan","-1.15958,116.887",2011,72.39,98.78,10.261039,658.23131,78.853045
"Prov. Kalimantan Timur",6472,"Kota Samarinda","-0.430184,117.174",2011,71.42,98.019,10.057223,653.49632,77.629324
"Prov. Kalimantan Timur",6473,"Kota Tarakan","3.33426,117.593",2011,71.96,97.986901,9.4258925,650.07735,77.191168
"Prov. Kalimantan Timur",6474,"Kota Bontang","0.209815,117.348",2011,72.6,99.21,10.383919,636.973,77.518716
"Prov. Sulawesi Utara",7101,"Kab. Bolaang Mongondow","0.709545,124.067",2011,71.7,98.305547,7.4130593,622.05232,73.467719
"Prov. Sulawesi Utara",7102,"Kab. Minahasa","1.299,124.87",2011,72.54,99.717478,9.2180306,629.01463,76.121485
"Prov. Sulawesi Utara",7103,"Kab. Kepulauan Sangihe","3.54841,125.539",2011,73.19,98.72557,7.7250049,640.87516,76.069869
"Prov. Sulawesi Utara",7104,"Kab. Kepulauan Talaud","4.26898,126.79",2011,72.12,99.556828,8.7842016,632.02608,75.763075
"Prov. Sulawesi Utara",7105,"Kab. Minahasa Selatan","1.0733,124.528",2011,72.41,99.803899,8.7599004,620.79671,75.096068
"Prov. Sulawesi Utara",7106,"Kab. Minahasa Utara","1.507,124.998",2011,72.73,99.765055,9.379281,631.44921,76.544599
"Prov. Sulawesi Utara",7107,"Kab. Bolaang Mongondow Utara","0.686082,123.431",2011,70.06,98.415716,7.4234387,628.48312,73.084156
"Prov. Sulawesi Utara",7108,"Kab. Siau Tagulandang Biaro","2.72134,125.383",2011,68.71,99.771209,8.4675808,632.24,73.698216
"Prov. Sulawesi Utara",7109,"Kab. Minahasa Tenggara","0.999949,124.733",2011,70.1,99.512617,8.399183,615.69794,73.088039
"Prov. Sulawesi Utara",7110,"Kab. Bolaang Mongondow Selatan","0.410792,123.879",2011,71.34,98.33,6.501208,599.68174,70.874454
"Prov. Sulawesi Utara",7111,"Kab. Bolaang Mongondow Timur","0.673946,124.467",2011,71.42,99.55438,7.0956871,617.07671,72.97131
"Prov. Sulawesi Utara",7171,"Kota Manado","1.50213,124.852",2011,72.7,99.907325,10.827264,643.58792,78.567199
"Prov. Sulawesi Utara",7172,"Kota Bitung","1.47772,125.134",2011,70.59,99.410923,9.4428945,639.64615,75.955563
"Prov. Sulawesi Utara",7173,"Kota Tomohon","1.31403,124.815",2011,72.78,99.852083,9.996376,629.77691,76.920003
"Prov. Sulawesi Utara",7174,"Kota Kotamobagu","0.717768,124.246",2011,71.96,99.653616,9.1449476,632.84307,76.025849
"Prov. Sulawesi Tengah",7201,"Kab. Banggai Kepulauan","-1.39914,123.169",2011,64.35,95.068237,7.9180809,612.208,68.280745
"Prov. Sulawesi Tengah",7202,"Kab. Banggai","-1.09963,122.619",2011,68.74,95.955335,7.9659302,623.70452,71.837812
"Prov. Sulawesi Tengah",7203,"Kab. Morowali","-2.27987,121.645",2011,65.73,97.464553,8.1822867,634.2176,71.47108
"Prov. Sulawesi Tengah",7204,"Kab. Poso","-1.6695,120.48",2011,65.2,97.944924,8.7771732,621.10887,70.714248
"Prov. Sulawesi Tengah",7205,"Kab. Donggala","0.001503,119.89",2011,65.64,94.694425,7.5432691,634.06515,70.320406
"Prov. Sulawesi Tengah",7206,"Kab. Tolitoli","0.968331,120.874",2011,64.49,95.356196,7.8370103,623.66908,69.245332
"Prov. Sulawesi Tengah",7207,"Kab. Buol","0.999847,121.558",2011,65.62,98.671656,8.2664806,615.15111,70.271848
"Prov. Sulawesi Tengah",7208,"Kab. Parigi Moutong","-0.238456,119.968",2011,65.47,93.956393,7.1568742,627.57521,69.275802
"Prov. Sulawesi Tengah",7209,"Kab. Tojo Unauna","-1.2185,121.345",2011,64.04,97.5445,7.9087107,620.36044,69.279862
"Prov. Sulawesi Tengah",7210,"Kab. Sigi","-1.45968,119.811",2011,65.62,96.550095,8.0391798,596.0318,68.159218
"Prov. Sulawesi Tengah",7271,"Kota Palu","-0.820163,119.9",2011,70.26,99.311784,10.978015,640.03248,76.917085
"Prov. Sulawesi Selatan",7301,"Kab. Kepulauan Selayar","-6.14249,120.479",2011,67.88,90.855879,7.0732384,629.31454,69.99772
"Prov. Sulawesi Selatan",7302,"Kab. Bulukumba","-5.46549,120.19",2011,72.13,85.449341,7.1108995,636.96237,71.774403
"Prov. Sulawesi Selatan",7303,"Kab. Bantaeng","-5.48126,119.983",2011,73.96,79.034932,6.0957919,637.55098,70.659056
"Prov. Sulawesi Selatan",7304,"Kab. Jeneponto","-5.57381,119.699",2011,65.15,77.30773,6.2277031,634.85142,65.270548
"Prov. Sulawesi Selatan",7305,"Kab. Takalar","-5.41331,119.494",2011,69.89,81.849701,6.4629652,634.86522,69.08854
"Prov. Sulawesi Selatan",7306,"Kab. Gowa","-5.354,119.687",2011,71.78,82.323271,7.233115,641.00369,71.287118
"Prov. Sulawesi Selatan",7307,"Kab. Sinjai","-5.20395,120.131",2011,72.24,86.586907,7.0738637,612.34206,70.164319
"Prov. Sulawesi Selatan",7308,"Kab. Maros","-4.97008,119.717",2011,72.76,83.09718,6.9015305,640.74078,71.737672
"Prov. Sulawesi Selatan",7309,"Kab. Pangkajene Dan Kepulauan","-4.75434,119.641",2011,68.96,87.585259,6.9397176,630.78965,69.885642
"Prov. Sulawesi Selatan",7310,"Kab. Barru","-4.43319,119.698",2011,69.05,89.251187,7.6239941,635.74406,71.194368
"Prov. Sulawesi Selatan",7311,"Kab. Bone","-4.68324,120.097",2011,70,86.409605,6.7154583,640.31047,70.769454
"Prov. Sulawesi Selatan",7312,"Kab. Soppeng","-4.31902,119.9",2011,71.74,86.711309,7.2819207,640.46016,72.234299
"Prov. Sulawesi Selatan",7313,"Kab. Wajo","-3.97811,120.16",2011,71.37,84.967018,6.5106304,640.1109,71.042892
"Prov. Sulawesi Selatan",7314,"Kab. Sidenreng Rappang","-3.80789,119.994",2011,72.81,89.770136,7.2677726,630.64052,72.741575
"Prov. Sulawesi Selatan",7315,"Kab. Pinrang","-3.6456,119.611",2011,72.28,91.483379,7.6179969,639.8318,73.795301
"Prov. Sulawesi Selatan",7316,"Kab. Enrekang","-3.53501,119.891",2011,75.19,90.487116,8.324942,628.52643,74.843362
"Prov. Sulawesi Selatan",7317,"Kab. Luwu","-3.34763,120.21",2011,74.04,91.627851,7.8023617,633.0772,74.421429
"Prov. Sulawesi Selatan",7318,"Kab. Tana Toraja","-2.99152,119.734",2011,74.22,87.761195,7.7441429,615.83808,72.291081
"Prov. Sulawesi Selatan",7322,"Kab. Luwu Utara","-2.41617,120.131",2011,71.68,92.861638,7.485406,653.06195,74.689177
"Prov. Sulawesi Selatan",7325,"Kab. Luwu Timur","-2.48105,120.695",2011,71.06,93.279256,8.1828968,629.17303,73.113983
"Prov. Sulawesi Selatan",7326,"Kab. Toraja Utara","-3.0116,119.952",2011,73.58,83.832097,7.6681819,604.71129,70.149005
"Prov. Sulawesi Selatan",7371,"Kota Makassar","-5.15306,119.453",2011,73.82,96.823439,10.851449,651.27794,79.114406
"Prov. Sulawesi Selatan",7372,"Kota Parepare","-4.01652,119.665",2011,74.49,97.171836,9.7554476,644.04337,78.194903
"Prov. Sulawesi Selatan",7373,"Kota Palopo","-2.99277,120.14",2011,72.59,97.343336,10.038026,637.12162,76.853578
"Prov. Sulawesi Tenggara",7401,"Kab. Buton","-5.38816,122.899",2011,68.93,86.601122,6.926967,626.92023,69.342764
"Prov. Sulawesi Tenggara",7402,"Kab. Muna","-4.91909,122.538",2011,66.07,87.994219,7.4452155,620.45713,67.949473
"Prov. Sulawesi Tenggara",7403,"Kab. Konawe","-3.85577,122.067",2011,67.55,94.662,8.554965,612.01007,70.424767
"Prov. Sulawesi Tenggara",7404,"Kab. Kolaka","-3.67976,121.431",2011,67.38,93.268705,8.0770409,635.29125,71.460082
"Prov. Sulawesi Tenggara",7405,"Kab. Konawe Selatan","-4.2602,122.397",2011,67.78,94.125001,7.6517024,612.53357,69.804454
"Prov. Sulawesi Tenggara",7406,"Kab. Bombana","-4.62735,121.813",2011,67.91,89.307213,7.1153408,605.23749,67.84672
"Prov. Sulawesi Tenggara",7407,"Kab. Wakatobi","-5.32294,123.582",2011,68.18,90.36506,7.5921575,598.1857,68.04178
"Prov. Sulawesi Tenggara",7408,"Kab. Kolaka Utara","-3.25263,121.129",2011,65.69,93.580407,7.5740391,623.78716,69.331682
"Prov. Sulawesi Tenggara",7409,"Kab. Buton Utara","-4.74096,122.975",2011,68.6,88.245976,8.0331919,607.6389,68.859098
"Prov. Sulawesi Tenggara",7410,"Kab. Konawe Utara","-3.28607,121.915",2011,67.34,93.815,7.7019034,608.81718,69.242025
"Prov. Sulawesi Tenggara",7471,"Kota Kendari","-4.0035,122.553",2011,69.17,98.628148,11.365503,635.17467,76.072431
"Prov. Sulawesi Tenggara",7472,"Kota Baubau","-5.4266,122.682",2011,70.69,95.595425,9.8719002,621.67019,74.096286
"Prov. Gorontalo",7501,"Kab. Boalemo","0.692982,122.33",2011,68.3,95.71542,6.5734209,606.20439,69.160492
"Prov. Gorontalo",7502,"Kab. Gorontalo","0.740238,122.558",2011,69.09,94.963005,6.8904212,618.65264,70.625908
"Prov. Gorontalo",7503,"Kab. Pohuwato","0.70044,121.652",2011,67.88,97.069615,6.6742729,619.96981,70.363176
"Prov. Gorontalo",7504,"Kab. Bone Bolango","0.559517,123.303",2011,68.9,97.441131,7.8466777,624.34694,72.218029
"Prov. Gorontalo",7505,"Kab. Gorontalo Utara","0.892006,122.625",2011,67.01,94.375174,6.5016301,622.75471,69.367721
"Prov. Gorontalo",7571,"Kota Gorontalo","0.531953,123.088",2011,66.98,99.449853,10.090178,629.71382,73.67302
"Prov. Sulawesi Barat",7601,"Kab. Majene","-3.21487,118.87",2011,65.7,94.75477,8.4431996,644.81278,71.861677
"Prov. Sulawesi Barat",7602,"Kab. Polewali Mandar","-3.30966,119.195",2011,65.26,85.941862,6.9608031,635.98986,67.881089
"Prov. Sulawesi Barat",7603,"Kab. Mamasa","-3.10129,119.265",2011,71.31,87.608895,7.1468157,634.33626,71.623059
"Prov. Sulawesi Barat",7604,"Kab. Mamuju","-2.35397,119.332",2011,68.76,89.226881,7.0067076,625.53881,69.784475
"Prov. Sulawesi Barat",7605,"Kab. Mamuju Utara","-1.34188,119.377",2011,67.59,95.586594,7.2180143,621.7032,70.408803
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat","-7.56859,131.413",2011,64.42,99.639814,8.9578017,600.81584,69.228141
"Prov. Maluku",8102,"Kab. Maluku Tenggara","-5.63475,133.02",2011,68.19,99.577249,8.772416,622.65349,72.853559
"Prov. Maluku",8103,"Kab. Maluku Tengah","-3.32153,129.356",2011,65.89,99.101404,8.8637007,618.96488,71.253516
"Prov. Maluku",8104,"Kab. Buru","-3.34065,126.639",2011,68.49,92.847727,7.4419371,612.41175,69.750294
"Prov. Maluku",8105,"Kab. Kepulauan Aru","-6.55316,134.291",2011,67.94,99.062526,7.591331,604.60355,70.334985
"Prov. Maluku",8106,"Kab. Seram Bagian Barat","-3.16,128.29",2011,66.68,98.294454,8.4116539,604.55801,70.068441
"Prov. Maluku",8107,"Kab. Seram Bagian Timur","-3.42318,130.347",2011,66.07,98.164011,7.864833,594.63073,68.530793
"Prov. Maluku",8108,"Kab. Maluku Barat Daya","-7.7893,126.313",2011,64.35,98.245103,8.0230818,585.23364,66.986602
"Prov. Maluku",8109,"Kab. Buru Selatan","-3.52835,126.615",2011,67.58,89.781102,6.665366,627.18998,69.126427
"Prov. Maluku",8171,"Kota Ambon","-3.67265,128.234",2011,73.16,99.61,11.224306,642.52027,78.968544
"Prov. Maluku",8172,"Kota Tual","-5.6088,132.783",2011,69.04,99.710206,9.8646361,660.78915,77.10205
"Prov. Maluku Utara",8201,"Kab. Halmahera Barat","1.51616,127.624",2011,64.61,95.757329,7.8715591,597.1025,67.380251
"Prov. Maluku Utara",8202,"Kab. Halmahera Tengah","0.406088,128.463",2011,66.98,96.809807,8.2506201,602.13169,69.598997
"Prov. Maluku Utara",8203,"Kab. Kepulauan Sula","-1.83272,124.834",2011,65.36,97.400931,8.0002072,599.14818,68.415041
"Prov. Maluku Utara",8204,"Kab. Halmahera Selatan","-1.54092,127.787",2011,65.69,95.845,7.6867101,605.35394,68.498435
"Prov. Maluku Utara",8205,"Kab. Halmahera Utara","1.5173,127.793",2011,66.19,96.874075,7.7912116,602.54325,68.865791
"Prov. Maluku Utara",8206,"Kab. Halmahera Timur","1.02798,128.238",2011,65.65,95.741741,7.8404954,601.82606,68.295421
"Prov. Maluku Utara",8207,"Kab. Pulau Morotai","2.31688,128.449",2011,65.55,93.910054,6.2517527,581.45336,65.086625
"Prov. Maluku Utara",8271,"Kota Ternate","0.809597,127.339",2011,70.86,99.107195,10.831545,639.43048,77.050085
"Prov. Maluku Utara",8272,"Kota Tidore Kepulauan","0.406088,127.662",2011,65.25,97.670394,8.7936315,611.7556,69.972708
"Prov. Papua Barat",9101,"Kab. Fakfak","-3.31843,132.872",2011,70.88,98.13447,9.3665836,592.30315,72.12956
"Prov. Papua Barat",9102,"Kab. Kaimana","-3.5477,134.443",2011,69.88,96.913945,7.6275579,601.27239,70.705529
"Prov. Papua Barat",9103,"Kab. Teluk Wondama","-2.58788,134.557",2011,67.76,84.181175,6.6908557,601.97195,66.058282
"Prov. Papua Barat",9104,"Kab. Teluk Bintuni","-2.0977,133.322",2011,68.54,87.050765,6.9139229,600.33027,67.168075
"Prov. Papua Barat",9105,"Kab. Manokwari","-1.80035,133.968",2011,68.29,88.765401,8.4253358,589.11594,67.665918
"Prov. Papua Barat",9106,"Kab. Sorong Selatan","-1.66473,132.197",2011,66.82,88.425975,8.0568985,590.22658,66.586462
"Prov. Papua Barat",9107,"Kab. Sorong","-0.946039,131.859",2011,68.22,91.761162,8.0901563,600.61876,68.930559
"Prov. Papua Barat",9108,"Kab. Raja Ampat","-0.229671,131.037",2011,66.5,94.129158,7.4348017,562.21547,65.05749
"Prov. Papua Barat",9109,"Kab. Tambrauw","-0.719501,132.355",2011,66.31,77.334951,5.7775516,443.06945,50.814227
"Prov. Papua Barat",9110,"Kab. Maybrat","-1.43974,132.338",2011,66.62,90.869631,7.9954134,583.19935,66.431518
"Prov. Papua Barat",9171,"Kota Sorong","-0.927203,131.366",2011,72.36,99.141087,10.67591,638.70189,77.719539
"Prov. Papua",9401,"Kab. Merauke","-7.9868,139.839",2011,62.88,88.219843,9.3492853,601.71495,66.194063
"Prov. Papua",9402,"Kab. Jayawijaya","-3.95492,139.031",2011,66.63,52.755313,4.8411559,595.71792,56.59507
"Prov. Papua",9403,"Kab. Jayapura","-3.0866,140.033",2011,67.53,96.893697,9.56435,626.24634,72.75393
"Prov. Papua",9404,"Kab. Nabire","-3.46936,135.302",2011,67.8,83.661248,6.7784348,618.79164,67.325494
"Prov. Papua",9408,"Kab. Yapen Waropen","-1.75587,136.161",2011,68.55,89.114641,6.6260511,636.30184,70.189997
"Prov. Papua",9409,"Kab. Biak Numfor","-0.912187,135.872",2011,66.75,98.667554,9.5763624,595.16474,70.329405
"Prov. Papua",9410,"Kab. Paniai","-3.78484,136.459",2011,68,62.941286,6.2166384,590.27462,60.219298
"Prov. Papua",9411,"Kab. Puncak Jaya","-3.39141,138.025",2011,67.7,86.823172,6.1238361,629.82455,68.337589
"Prov. Papua",9412,"Kab. Mimika","-4.45002,136.341",2011,70.53,88.193347,6.8713298,615.71162,69.680845
"Prov. Papua",9413,"Kab. Boven Digoel","-6.18709,140.378",2011,67.131398,33.252765,3.3928997,585.04263,50.644602
"Prov. Papua",9414,"Kab. Mappi","-6.31382,139.264",2011,66.282148,31.456951,4.2953953,590.06986,50.829501
"Prov. Papua",9415,"Kab. Asmat","-5.44092,138.728",2011,67.32492,31.130844,4.3519881,597.1638,51.924732
"Prov. Papua",9416,"Kab. Yahukimo","-4.44653,139.463",2011,67.09,32.757903,2.8615809,587.39745,50.299462
"Prov. Papua",9417,"Kab. Pegunungan Bintang","-4.54753,140.526",2011,66,32.497342,2.5402933,588.02085,49.446034
"Prov. Papua",9418,"Kab. Tolikara","-3.53772,138.863",2011,66.09,33.43826,3.3768103,615.38963,52.433045
"Prov. Papua",9419,"Kab. Sarmi","-2.58306,139.134",2011,66.46,87.669069,6.5528909,616.74495,67.146946
"Prov. Papua",9420,"Kab. Keerom","-3.24333,140.545",2011,67.31,92.380585,7.3906424,621.32701,69.639695
"Prov. Papua",9426,"Kab. Waropen","-2.68118,136.578",2011,65.86,77.25964,6.3670833,608.26093,63.709229
"Prov. Papua",9427,"Kab. Supiori","-0.75568,135.558",2011,66.23,96.684762,8.082072,600.65124,68.91565
"Prov. Papua",9428,"Kab. Mamberamo Raya","-2.39784,137.878",2011,66.2,65.358705,5.1986911,601.40037,59.859507
"Prov. Papua",9429,"Kab. Nduga","-4.34969,138.305",2011,65.83,30.536255,2.8011041,579.24413,48.432897
"Prov. Papua",9430,"Kab. Lanny Jaya","-3.85485,138.37",2011,66.49,36.907984,3.7212058,570.2123,50.201319
"Prov. Papua",9431,"Kab. Mamberamo Tengah","-3.61216,139.172",2011,66.44,34.52419,2.9106054,573.80311,49.319972
"Prov. Papua",9432,"Kab. Yalimo","-3.79591,139.555",2011,66.56,33.510483,2.7504482,571.89575,48.895808
"Prov. Papua",9433,"Kab. Puncak","-3.5955,137.472",2011,67.64,32.126256,2.8164582,573.35689,49.349653
"Prov. Papua",9434,"Kab. Dogiyai","-3.72869,135.997",2011,67.27,34.225858,3.8929712,574.36637,50.485855
"Prov. Papua",9435,"Kab. Intan Jaya","-4.07561,136.341",2011,66.834744,27.784505,2.1016274,590.70289,48.744149
"Prov. Papua",9436,"Kab. Deiyai","-3.59701,136.599",2011,66.616206,30.122907,2.7901786,586.30495,49.31364
"Prov. Papua",9471,"Kota Jayapura","-2.6529,140.772",2011,68.61,99.832938,11.028922,641.7844,76.288893
"Prov. Nanggroe Aceh Darussalam",1101,"Kab. Simeulue","2.62818,96.0898",2012,63.12,99.287358,8.6298487,625.58611,70.092773
"Prov. Nanggroe Aceh Darussalam",1102,"Kab. Aceh Singkil","2.439,97.9244",2012,65.28,96.254,7.7810878,617.48133,69.365654
"Prov. Nanggroe Aceh Darussalam",1103,"Kab. Aceh Selatan","3.25638,97.213",2012,67.14,96.5547,8.4488032,614.18804,70.706725
"Prov. Nanggroe Aceh Darussalam",1104,"Kab. Aceh Tenggara","3.59968,97.6619",2012,69.29,97.968021,9.3660422,605.78878,72.247663
"Prov. Nanggroe Aceh Darussalam",1105,"Kab. Aceh Timur","4.56983,97.7723",2012,69.86,98.269811,8.5313677,594.86459,71.171604
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah","4.56693,96.8147",2012,69.76,98.652597,9.7110571,625.36657,74.424588
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat","4.49032,96.041",2012,70.15,94.956114,8.7956927,607.02113,71.728578
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar","5.35887,95.5144",2012,70.87,96.982597,9.8405478,617.09252,74.128695
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie","5.1152,95.9574",2012,69.84,96.306604,8.7354484,620.0138,72.812692
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen","5.081,96.5974",2012,72.43,98.510407,9.2897492,601.22034,73.704208
"Prov. Nanggroe Aceh Darussalam",1111,"Kab. Aceh Utara","4.99764,97.1454",2012,69.86,97.834044,9.1975263,614.34525,73.068854
"Prov. Nanggroe Aceh Darussalam",1112,"Kab. Aceh Barat Daya","3.78325,96.9143",2012,67.38,96.470459,8.2507531,625.23723,71.525776
"Prov. Nanggroe Aceh Darussalam",1113,"Kab. Gayo Lues","3.97798,97.323",2012,67.22,87.892604,8.7433466,607.64632,68.540516
"Prov. Nanggroe Aceh Darussalam",1114,"Kab. Aceh Tamiang","4.20756,98.0029",2012,68.57,98.329594,8.8575768,607.12032,71.653943
"Prov. Nanggroe Aceh Darussalam",1115,"Kab. Nagan Raya","4.15452,96.5184",2012,69.76,91.769706,8.1149603,611.39117,70.636208
"Prov. Nanggroe Aceh Darussalam",1116,"Kab. Aceh Jaya","4.8271,95.6491",2012,68.13,94.759563,8.733617,604.82616,70.347613
"Prov. Nanggroe Aceh Darussalam",1117,"Kab. Bener Meriah","4.76923,96.9901",2012,67.74,98.793633,8.8250984,614.8065,71.863977
"Prov. Nanggroe Aceh Darussalam",1118,"Kab. Pidie Jaya","5.13828,96.2004",2012,69.36,95.482124,8.6932173,630.37278,73.129499
"Prov. Nanggroe Aceh Darussalam",1171,"Kota Banda Aceh","5.54215,95.3431",2012,71.42,99.249959,12.254907,640.06111,78.495842
"Prov. Nanggroe Aceh Darussalam",1172,"Kota Sabang","5.83886,95.2953",2012,71.59,99.093792,10.603799,634.22352,76.882857
"Prov. Nanggroe Aceh Darussalam",1173,"Kota Langsa","4.48157,97.9214",2012,70.93,99.307705,10.58567,610.79413,74.745483
"Prov. Nanggroe Aceh Darussalam",1174,"Kota Lhokseumawe","5.12941,97.0654",2012,71.474412,99.649637,10.384901,640.07459,77.230736
"Prov. Nanggroe Aceh Darussalam",1175,"Kota Subulussalam","2.65359,97.9101",2012,66.13,96.551365,7.6250298,620.99107,70.058721
"Prov. Sumatera Utara",1201,"Kab. Nias","1.12946,97.7191",2012,69.94,90.786858,6.4632241,614.76869,69.554466
"Prov. Sumatera Utara",1202,"Kab. Mandailing Natal","0.716284,99.4183",2012,63.79,99.343336,7.9627296,644.44354,71.4359
"Prov. Sumatera Utara",1203,"Kab. Tapanuli Selatan","1.52419,99.2215",2012,67.478132,99.833344,8.9652739,650.18082,74.778334
"Prov. Sumatera Utara",1204,"Kab. Tapanuli Tengah","1.86878,98.6094",2012,68.4,95.837669,8.1940345,626.92345,72.039702
"Prov. Sumatera Utara",1205,"Kab. Tapanuli Utara","2.0633,98.8284",2012,70.33,98.615984,9.0298347,639.71369,75.333698
"Prov. Sumatera Utara",1206,"Kab. Toba Samosir","2.50027,99.0042",2012,70.82,98.498068,9.8707726,652.84712,77.214329
"Prov. Sumatera Utara",1207,"Kab. Labuhan Batu","2.14783,99.9218",2012,70.226283,98.31686,8.7830704,643.07954,75.286095
"Prov. Sumatera Utara",1208,"Kab. Asahan","2.98305,99.531",2012,69.28,97.997945,8.1738955,637.35986,73.797673
"Prov. Sumatera Utara",1209,"Kab. Simalungun","2.95304,99.2713",2012,69.2,97.578204,8.8055656,640.29522,74.353973
"Prov. Sumatera Utara",1210,"Kab. Dairi","2.82712,98.2783",2012,68.78,98.708625,8.9519011,632.23369,73.859245
"Prov. Sumatera Utara",1211,"Kab. Karo","3.09635,98.2514",2012,72.38,98.728647,9.286167,633.60541,76.216965
"Prov. Sumatera Utara",1212,"Kab. Deli Serdang","3.46231,98.888",2012,71.11,98.656932,9.5571062,639.77295,76.171267
